Linux 4.15.0-96-generic (team25-hw6) 	04/27/20 	_x86_64_	(48 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
04:45:57    64055      4575    0.00    0.00    1.92    0.00    0.02    40      0.00      0.00 13797268 3170200   1.61      0.00      0.00      0.00       0  qemu-system-x86
04:45:57    64055      5400    0.00    0.00    0.96    0.00    0.02     8      4.81      0.00 12812144 3732500   1.90      0.00      0.00      0.00       0  qemu-system-x86
04:45:57    64055      5849    0.96    0.96    0.96    0.00    0.06    32      4.81      0.00 12849808 4402288   2.24      0.00      0.00      0.00       0  qemu-system-x86
04:45:57    64055     27237    3.85    4.81  100.00    0.00    2.42    16   1999.04      0.00 13886192 8438380   4.29      0.00    192.31      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
04:45:58    64055      4575    2.00    1.00    0.00    0.00    0.06    40      6.00      0.00 13797268 3170200   1.61      0.00    120.00      0.00       0  qemu-system-x86
04:45:58    64055      5400    1.00    0.00    0.00    0.00    0.02     8      1.00      0.00 12812144 3732500   1.90      0.00      0.00      0.00       0  qemu-system-x86
04:45:58    64055      5849    0.00    1.00    2.00    0.00    0.02    36     41.00      0.00 12849808 4402288   2.24      0.00      0.00      0.00       0  qemu-system-x86
04:45:58    64055     27237    1.00    6.00  100.00    0.00    5.05    16   4679.00      0.00 13886192 8438380   4.29      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
