Linux 4.15.0-96-generic (team25-hw6) 	04/25/20 	_x86_64_	(48 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:19:03    64055      4870    7.00   27.00  100.00    0.00    6.37    28   9731.00      0.00 59504864 33594624  17.09      0.00 147640.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:19:04    64055      4870   16.00   86.00  100.00    0.00    5.32    32     20.00      0.00 59504864 33594624  17.09      0.00 423272.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:19:05    64055      4870   19.00   93.00  100.00    0.00    5.74     4     20.00      0.00 59504864 33594624  17.09      0.00 485868.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:19:06    64055      4870   24.00   95.00  100.00    0.00    5.62     4     17.00      0.00 59504864 33594624  17.09      0.00 433868.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:19:07    64055      4870   16.00   80.00  100.00    0.00    5.38     4    617.00      0.00 59504864 33594624  17.09      0.00 452608.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:19:08    64055      4870   23.00   69.00  100.00    0.00    5.07     4     15.00      0.00 59504864 33594624  17.09      0.00 422912.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:19:09    64055      4870   12.00   85.00  100.00    0.00    5.48     4   2133.00      0.00 59504864 33594624  17.09      0.00 428116.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:19:10    64055      4870   20.00   95.00  100.00    0.00    5.24     6    240.00      0.00 59504864 33594624  17.09      0.00 406372.00      0.00       0  qemu-system-x86

