Linux 4.15.0-96-generic (team25-hw6) 	04/25/20 	_x86_64_	(48 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:25    64055      4870    7.00  100.00  100.00    0.00   10.41     8   4907.00      0.00 59799920 33594968  17.09      0.00 321320.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:26    64055      4870    1.00  100.00   97.00    0.00    9.00    29   3453.00      0.00 59799920 33594968  17.09      0.00 405424.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:27    64055      4870    1.00  100.00   59.00    0.00    4.74    45   1442.00      0.00 59799920 33594968  17.09      0.00 194956.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:28    64055      4870    9.00  100.00  100.00    0.00   11.33    42   4613.00      0.00 59799920 33594968  17.09      0.00 445744.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:29    64055      4870   10.00  100.00  100.00    1.00    6.53    14   3697.00      0.00 59799920 33594968  17.09      0.00 123444.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:30    64055      4870   26.00  100.00  100.00    0.00   12.70    16   8549.00      0.00 59799920 33594968  17.09      0.00     60.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:31    64055      4870   10.00  100.00  100.00    0.00    9.79    13   5249.00      0.00 59799920 33594968  17.09      0.00 197756.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:32    64055      4870   12.87  100.00  100.00    0.00   10.05    47   4651.49      0.00 59799920 33594968  17.09      0.00 261750.50      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:33    64055      4870    7.00  100.00  100.00    0.00    8.62    27   5835.00      0.00 59799920 33594968  17.09      0.00 198172.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:34    64055      4870   16.00  100.00  100.00    0.00   10.56    37   6020.00      0.00 59799920 33594968  17.09      0.00 329824.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:35    64055      4870   13.00  100.00  100.00    0.00    8.15    26   4445.00      0.00 59799920 33594968  17.09      0.00 198640.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:36    64055      4870    9.00  100.00  100.00    0.00   10.93    14   4951.00      0.00 59799920 33594968  17.09      0.00 345268.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:37    64055      4870    5.00  100.00   95.00    0.00    8.69    32   2801.00      0.00 59799920 33594968  17.09      0.00 297300.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:38    64055      4870    0.00  100.00   88.00    0.00    7.72    17   2667.00      0.00 59799920 33594968  17.09      0.00 328044.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:39    64055      4870   12.00  100.00   88.00    0.00    9.84     7   3778.00      0.00 59799920 33594968  17.09      0.00 443944.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:40    64055      4870    7.00  100.00  100.00    0.00    7.52     6   5498.00      0.00 59799920 33594968  17.09      0.00 105504.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:41    64055      4870   20.00  100.00  100.00    0.00   10.56     8  10031.00      0.00 59799920 33594968  17.09      0.00     44.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:42    64055      4870    6.00    0.00   75.00    0.00    1.69     8    256.00      0.00 59799920 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:43    64055      4870    7.00   29.00  100.00    0.00    4.16    23   4029.00      0.00 59799920 33594968  17.09      0.00   1020.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:44    64055      4870    0.00   18.00  100.00    0.00    7.08    35   5229.00      0.00 59799920 33594968  17.09    216.00   1168.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:45    64055      4870   10.00    9.00  100.00    0.00    6.33    42   4049.00      0.00 59799920 33594968  17.09     72.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:46    64055      4870    0.00   13.00  100.00    0.00    3.88    27  22310.00      0.00 59799920 33594968  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:47    64055      4870    9.00   11.00  100.00    0.00    2.50    21  28382.00      0.00 59799920 33594968  17.09     36.00  52560.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:48    64055      4870    0.00   75.00  100.00    0.00    3.84    21    625.00      0.00 59799920 33594968  17.09      0.00 184660.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:49    64055      4870    5.00  100.00  100.00    0.00   10.75    27   5462.00      0.00 59799920 33594968  17.09    620.00    432.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:50    64055      4870    3.00   94.00   89.00    0.00    3.88    15  20928.00      0.00 59799920 33594968  17.09     40.00 125632.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:51    64055      4870    0.00   77.00  100.00    0.00    4.09    15   5489.00      0.00 59799920 33594968  17.09      0.00  72108.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:52    64055      4870    5.00   52.00  100.00    0.00    4.71    43  10518.00      0.00 59799920 33594968  17.09      0.00 132104.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:53    64055      4870    0.00   21.00  100.00    0.00    6.32    43   2281.00      0.00 59799920 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:54    64055      4870    0.00   25.00  100.00    1.00    6.83    25    214.00      0.00 59799920 33594968  17.09    120.00    324.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:55    64055      4870   16.00   15.00  100.00    0.00    6.11     1    213.00      0.00 59799920 33594968  17.09   1864.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:56    64055      4870    0.00   12.00  100.00    0.00    6.41    16    593.00      0.00 59799920 33594968  17.09    300.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:57    64055      4870    7.00   45.00   72.00    0.00    2.59    22    672.00      0.00 59799920 33594968  17.09     20.00 116880.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:58    64055      4870    0.00  100.00  100.00    0.00   32.08    13   6534.00      0.00 59972036 33594968  17.09      0.00 1338188.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:30:59    64055      4870    2.00  100.00  100.00    0.00   18.58    22   2017.00      0.00 59972036 33594968  17.09     16.00 763028.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:00    64055      4870    0.00   32.00  100.00    0.00    3.51     5    302.00      0.00 59972036 33594968  17.09     52.00  31760.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:01    64055      4870    0.00   18.00  100.00    0.00    3.45     5    298.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:02    64055      4870    8.00    3.00    9.00    0.00    0.42     5     44.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:03    64055      4870    0.00   10.00   19.00    0.00    0.54     5     60.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:04    64055      4870    4.00   41.00   24.00    0.00    1.44    24   1014.00      0.00 59972036 33594968  17.09      0.00  85180.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:05    64055      4870    1.00  100.00   17.00    0.00    2.46    24   1268.00      0.00 59972036 33594968  17.09      0.00 131976.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:06    64055      4870    0.00    5.00   18.00    0.00    0.44    24     30.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:07    64055      4870    4.00    0.00   21.00    0.00    0.52    43    399.00      0.00 59972036 33594968  17.09      4.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:08    64055      4870    0.00    3.00   17.00    0.00    0.42    43     22.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:09    64055      4870    0.00    5.00   22.00    0.00    0.48    43     47.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:10    64055      4870    3.00    6.00   15.00    0.00    0.50    43     24.00      0.00 59972036 33594968  17.09      0.00     88.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:11    64055      4870    0.00    4.00   12.00    0.00    0.25    43     35.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:12    64055      4870    0.00    5.00   22.00    0.00    0.52    43     28.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:13    64055      4870    3.00    0.00   13.00    0.00    0.33    43     26.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:14    64055      4870    1.00    0.00   12.00    0.00    0.27    43    134.00      0.00 59972036 33594968  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:15    64055      4870    0.00    5.00   22.00    0.00    0.50    43     41.00      0.00 59562236 33594648  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:16    64055      4870    5.00    0.00   12.00    0.00    0.35    32     26.00      0.00 59562236 33594648  17.09      0.00     12.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:17    64055      4870    1.00    1.00    9.00    0.00    0.23    32     25.00      0.00 59554040 33594640  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:18    64055      4870    0.00    6.00   28.00    0.00    0.60    32    103.00      0.00 59545844 33594628  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:19    64055      4870    4.00    0.00    5.00    0.00    0.19    32     32.00      0.00 59545844 33594628  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:20    64055      4870    3.00    3.00   37.00    0.00    0.90    27    295.00      0.00 59513060 33594604  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:21    64055      4870    2.00    0.00   22.00    0.00    0.50    27     53.00      0.00 59513060 33594604  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:22    64055      4870    0.00    0.00    9.00    0.00    0.19    27     24.00      0.00 59513060 33594604  17.09      0.00     12.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:23    64055      4870    2.00    6.00   14.00    0.00    0.46    27     27.00      0.00 59513060 33594604  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:24    64055      4870    3.00    0.00   21.00    0.00    0.50    27     40.00      0.00 59513060 33594604  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:25    64055      4870    4.00   63.00   62.00    0.00    2.69    27   1112.00      0.00 59529452 33594604  17.09      0.00 194452.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:26    64055      4870    5.00   10.00  100.00    0.00    9.23    27    640.00      0.00 59529452 33594604  17.09    348.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:27    64055      4870    0.00   11.00  100.00    0.00    8.73    27    659.00      0.00 59529452 33594604  17.09      4.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:28    64055      4870    0.00   19.00  100.00    0.00    5.09    15   1305.00      0.00 59529452 33594604  17.09     16.00    204.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:29    64055      4870   16.00   24.00  100.00    0.00    4.75    19   3648.00      0.00 59529452 33594640  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:30    64055      4870   10.00   27.00  100.00    0.00    5.04    35   3211.00      0.00 59529452 33594640  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:31    64055      4870   11.00   24.00  100.00    0.00    4.76    35   2740.00      0.00 59529452 33594640  17.09      0.00    192.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:32    64055      4870    7.00   29.00  100.00    0.00    4.74     0   1148.00      0.00 59529452 33594640  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:33    64055      4870    6.00   19.00  100.00    1.00    4.24     4    459.00      0.00 59529452 33594640  17.09      0.00     72.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:34    64055      4870   13.00   22.00  100.00    0.00    4.45    31    618.00      0.00 59529452 33594640  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:35    64055      4870    3.00   26.00  100.00    0.00    3.93     4    961.00      0.00 59529452 33594640  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:36    64055      4870   16.00   19.00  100.00    0.00    4.01    16   1017.00      0.00 59529452 33594640  17.09      0.00    380.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:37    64055      4870   15.00   20.00  100.00    0.00    3.79    16   1361.00      0.00 59529452 33594640  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:38    64055      4870   10.00   26.00  100.00    0.00    5.23    16   2158.00      0.00 59529452 33594732  17.09      0.00     36.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:39    64055      4870    7.00   21.00  100.00    0.00    3.82    16   1860.00      0.00 59529452 33594732  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:40    64055      4870   13.00   15.00  100.00    0.00    4.52    16   1754.00      0.00 59529452 33594732  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:41    64055      4870   11.00   22.00  100.00    0.00    3.87    16   1607.00      0.00 59529452 33594732  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:42    64055      4870    4.00   24.00  100.00    1.00    3.78    18   1541.00      0.00 59529452 33594732  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:43    64055      4870    8.00   27.00  100.00    0.00    3.93    18   1601.00      0.00 59529452 33594732  17.09      0.00     40.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:44    64055      4870    9.00   20.00  100.00    0.00    3.59     1   6766.00      0.00 59529452 33594732  17.09      0.00   1160.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:31:45    64055      4870   16.00   15.00  100.00    0.00    3.70    10   1676.00      0.00 59529452 33594732  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
