Linux 4.15.0-96-generic (team25-hw6) 	04/25/20 	_x86_64_	(48 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:42    64055      4870    1.00   14.00  100.00    0.00    3.07     4   1734.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:43    64055      4870    5.00   17.00  100.00    0.00    7.43     4   3328.00      0.00 59799920 33595088  17.09    256.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:44    64055      4870    1.00   17.00  100.00    0.00    5.55     4   3129.00      0.00 59799920 33595088  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:45    64055      4870    0.00  100.00  100.00    0.00    7.01    30   2587.00      0.00 59799920 33595088  17.09    528.00 132200.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:46    64055      4870    8.00    8.00  100.00    0.00   15.46    30   2904.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:47    64055      4870    0.00   15.00  100.00    0.00    4.51    34   4383.00      0.00 59799920 33595088  17.09    640.00   1156.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:48    64055      4870    6.00   14.00  100.00    0.00    6.47    34   3453.00      0.00 59799920 33595088  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:49    64055      4870    0.00    9.00  100.00    0.00    2.44     4   1626.00      0.00 59799920 33595088  17.09    392.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:50    64055      4870    7.00   22.00  100.00    0.00    7.60    46   6461.00      0.00 59799920 33595088  17.09    640.00  57792.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:51    64055      4870    0.00   37.00  100.00    0.00    3.23    46   1977.00      0.00 59799920 33595088  17.09     68.00  74324.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:52    64055      4870    0.00   31.00  100.00    1.00    5.57    42   6353.00      0.00 59799920 33595088  17.09    768.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:53    64055      4870    0.00    4.00  100.00    0.00    4.29    42   1669.00      0.00 59799920 33595088  17.09      0.00     96.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:54    64055      4870   12.00   16.00  100.00    0.00    5.62    38   5130.00      0.00 59799920 33595088  17.09    512.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:55    64055      4870    3.00    4.00  100.00    0.00    2.92    38   1278.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:56    64055      4870    0.00  100.00  100.00    0.00   11.51    16   6868.00      0.00 59799920 33595088  17.09    768.00 198164.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:57    64055      4870    0.00   12.00  100.00    0.00    2.75    16   1445.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:58    64055      4870    3.00   25.00  100.00    0.00    5.62    16   4230.00      0.00 59799920 33595088  17.09      0.00     88.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:48:59    64055      4870    7.00    1.00  100.00    0.00    3.90    20   2585.00      0.00 59799920 33595088  17.09    896.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:00    64055      4870    4.00    3.00  100.00    0.00    7.68    20   4224.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:01    64055      4870    0.00  100.00  100.00    0.00   17.15    22   3950.00      0.00 59799920 33595088  17.09      0.00 198496.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:02    64055      4870    2.00   14.00  100.00    0.00    3.86    12   3597.00      0.00 59799920 33595088  17.09    896.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:03    64055      4870    0.00   14.00  100.00    0.00    3.45    14   2495.00      0.00 59799920 33595088  17.09      0.00    132.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:04    64055      4870    9.00    9.00  100.00    0.00    5.11    16   3685.00      0.00 59799920 33595088  17.09   1152.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:05    64055      4870    1.00   17.00  100.00    0.00    4.89    16   3064.00      0.00 59799920 33595088  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:06    64055      4870    0.00    4.00  100.00    1.00    3.67    16    956.00      0.00 59799920 33595088  17.09    256.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:07    64055      4870    8.00   36.00  100.00    0.00    6.41    16   4650.00      0.00 59799920 33595088  17.09      0.00  66056.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:08    64055      4870    5.00    3.00  100.00    0.00    4.28    18   3029.00      0.00 59799920 33595088  17.09    896.00     84.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:09    64055      4870    2.00   19.00  100.00    0.00    5.82    18   4543.00      0.00 59799920 33595088  17.09   1100.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:10    64055      4870    0.00    0.00  100.00    0.00    4.25    18    582.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:11    64055      4870    5.00   23.00  100.00    0.00    6.40    18   5441.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:12    64055      4870    9.00   89.00  100.00    0.00    5.99    20   2428.00      0.00 59799920 33595088  17.09   1164.00 198164.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:13    64055      4870    0.00   10.00  100.00    0.00   17.12    20   1828.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:14    64055      4870    3.00   22.00  100.00    0.00    4.14    22   2588.00      0.00 59799920 33595088  17.09      0.00     92.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:15    64055      4870    7.00    3.00  100.00    0.00    3.67    22   1488.00      0.00 59799920 33595088  17.09    640.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:16    64055      4870    0.00   25.00  100.00    0.00    6.16    22   5133.00      0.00 59799920 33595088  17.09    768.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:17    64055      4870    5.00   65.00  100.00    0.00    6.09    22   3519.00      0.00 59799920 33595088  17.09      0.00 132104.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:18    64055      4870    0.00   20.00  100.00    1.00    5.14    22   3453.00      0.00 59799920 33595088  17.09   1120.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:19    64055      4870    3.00   12.00  100.00    0.00    4.91    22   3184.00      0.00 59799920 33595088  17.09      0.00     76.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:20    64055      4870    7.00    0.00  100.00    0.00    3.48    26   2530.00      0.00 59799920 33595088  17.09    640.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:21    64055      4870    1.00   10.00  100.00    0.00    5.07    26   2806.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:22    64055      4870    2.00   39.00  100.00    0.00    6.05    32   5509.00      0.00 59799920 33595088  17.09   1024.00  61468.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:23    64055      4870    7.00   84.00  100.00    0.00    3.99    34    575.00      0.00 59799920 33595088  17.09      0.00 136692.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:24    64055      4870    0.00   27.00  100.00    0.00    8.06    42   6333.00      0.00 59799920 33595088  17.09      0.00     88.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:25    64055      4870    9.00    2.00  100.00    0.00    5.25    42   1623.00      0.00 59799920 33595088  17.09    680.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:26    64055      4870    0.00   10.00  100.00    0.00   13.77    42   1639.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:27    64055      4870    6.00   15.00  100.00    0.00    4.34    42   3308.00      0.00 59799920 33595088  17.09    896.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:28    64055      4870    1.00   54.00  100.00    0.00    6.77    42   2491.00      0.00 59799920 33595088  17.09      0.00 132104.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:29    64055      4870    2.00    6.00  100.00    0.00    4.33    42   1693.00      0.00 59799920 33595088  17.09    728.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:30    64055      4870    2.00   22.00  100.00    0.00    5.55    42   2182.00      0.00 59799920 33595088  17.09      0.00     80.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:31    64055      4870    0.00   14.00  100.00    1.00    5.15    42   2327.00      0.00 59799920 33595088  17.09    640.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:32    64055      4870    4.00   18.00  100.00    0.00    5.09    42   2077.00      0.00 59799920 33595088  17.09      0.00     12.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:33    64055      4870    0.00  100.00  100.00    0.00    7.29    30   2560.00      0.00 59799920 33595088  17.09    784.00 132260.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:34    64055      4870    4.00   18.00  100.00    0.00    4.78    30   2775.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:35    64055      4870   12.00    8.00  100.00    0.00    5.05    36   2125.00      0.00 59799920 33595088  17.09   1024.00    120.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:36    64055      4870    2.00    6.00  100.00    0.00    3.15    36    936.00      0.00 59799920 33595088  17.09      0.00     12.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:37    64055      4870    9.00   20.00  100.00    1.00    8.48    38   4219.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:38    64055      4870    0.00    6.00  100.00    0.00    2.50    16    798.00      0.00 59799920 33595088  17.09   1024.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:39    64055      4870    0.00   86.00  100.00    0.00   15.18    18   2543.00      0.00 59799920 33595088  17.09      0.00 198284.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:40    64055      4870    7.00   20.00  100.00    0.00    3.64     3   2058.00      0.00 59799920 33595088  17.09    980.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:41    64055      4870    1.00    9.00  100.00    0.00    2.92    36   1535.00      0.00 59799920 33595088  17.09      0.00     88.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:42    64055      4870    2.00   16.00  100.00    0.00    8.04     0   2936.00      0.00 59799920 33595088  17.09    640.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:43    64055      4870    0.00    8.00  100.00    0.00    2.81     0    746.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:44    64055      4870   15.00   69.00  100.00    0.00    7.79    32   3861.00      0.00 59799920 33595088  17.09    768.00 132112.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:45    64055      4870    2.00    5.00  100.00    0.00    4.51    32   2059.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:46    64055      4870    3.00   21.00  100.00    0.00    5.18    32   3354.00      0.00 59799920 33595088  17.09      0.00     88.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:47    64055      4870    1.00    5.00  100.00    0.00    3.27    12   2453.00      0.00 59799920 33595088  17.09    416.00   1152.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:48    64055      4870    2.00   17.00  100.00    1.00    7.22     7   4504.00      0.00 59799920 33595088  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:49    64055      4870    0.00   80.00  100.00    0.00    5.04    26   1581.00      0.00 59799920 33595088  17.09    896.00 182800.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:50    64055      4870    7.00   23.00  100.00    0.00    4.78    32   2668.00      0.00 59799920 33595088  17.09      0.00  15372.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:51    64055      4870    0.00    2.00  100.00    0.00    3.50    26   1220.00      0.00 59799920 33595088  17.09    512.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:52    64055      4870    8.00   17.00  100.00    0.00    8.02     3   3163.00      0.00 59799920 33595088  17.09    384.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:53    64055      4870    5.00    4.00  100.00    0.00    4.49    26   1503.00      0.00 59799920 33595088  17.09      0.00    120.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:54    64055      4870    2.00   11.00  100.00    0.00    5.67     3   3115.00      0.00 59799920 33595088  17.09    896.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:55    64055      4870    0.00   80.00  100.00    0.00    4.56    46    696.00      0.00 59799920 33595088  17.09      0.00 198156.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:56    64055      4870    4.00   23.00  100.00    0.00    5.56    46   2170.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:57    64055      4870    3.00   11.00  100.00    1.00    4.01    40   2435.00      0.00 59799920 33595088  17.09    896.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:58    64055      4870    5.00   11.00  100.00    0.00    4.80    40   1459.00      0.00 59799920 33595088  17.09      0.00     80.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:49:59    64055      4870    7.00    9.00  100.00    0.00    5.86    14   3816.00      0.00 59799920 33595088  17.09    640.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:50:00    64055      4870    0.00  100.00  100.00    0.00    6.57    18   1296.00      0.00 59799920 33595088  17.09      0.00 132104.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:50:01    64055      4870    5.00   15.00  100.00    0.00    5.49    32   2724.00      0.00 59799920 33595088  17.09    384.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:50:02    64055      4870    4.00   17.00  100.00    0.00    4.80    38   2518.00      0.00 59799920 33595088  17.09      0.00     92.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
