Linux 4.15.0-96-generic (team25-hw6) 	04/24/20 	_x86_64_	(48 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:42    64055      4870   11.00   79.00  100.00    0.00    4.37    27   2012.00      0.00 59627804 33594232  17.09     48.00 361472.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:43    64055      4870   26.00   99.00  100.00    0.00    6.13    27   1954.00      0.00 59627804 33594232  17.09      8.00 481796.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:44    64055      4870   20.00   97.00  100.00    0.00    5.64    27   1443.00      0.00 59627804 33594232  17.09      0.00 441424.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:45    64055      4870   16.00  100.00  100.00    0.00    5.31    27    299.00      0.00 59627804 33594232  17.09      0.00 398824.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:46    64055      4870   11.00   41.00   63.00    1.00    2.41    27    454.00      0.00 59627804 33594232  17.09      4.00 135112.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:47    64055      4870   11.00   59.00   59.00    0.00    2.70    13   1193.00      0.00 59627804 33594232  17.09     16.00 170788.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:48    64055      4870   11.00   96.00  100.00    0.00    5.30    13   1670.00      0.00 59627804 33594232  17.09     32.00 433372.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:49    64055      4870   17.00  100.00  100.00    0.00    5.33    13   1405.00      0.00 59627804 33594232  17.09      0.00 385156.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:50    64055      4870   14.00  100.00  100.00    0.00    5.36    35   1738.00      0.00 59627804 33594232  17.09      0.00 397312.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:51    64055      4870   15.00  100.00  100.00    0.00    5.58    24    837.00      0.00 59627804 33594232  17.09      0.00 392708.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:52    64055      4870   17.00  100.00  100.00    0.00    5.57    26   2002.00      0.00 59627804 33594232  17.09      0.00 404480.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:53    64055      4870   17.00   81.00  100.00    0.00    5.05    10    162.00      0.00 59627804 33594232  17.09      0.00 424960.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:54    64055      4870   17.00   87.00  100.00    0.00    5.44     3   1033.00      0.00 59627804 33594232  17.09      4.00 470104.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:55    64055      4870   21.00   81.00  100.00    0.00    6.45     3    561.00      0.00 59627804 33594232  17.09      0.00 602112.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:56    64055      4870   21.00   88.00  100.00    1.00    6.10     3    136.00      0.00 59627804 33594232  17.09      0.00 558592.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:57    64055      4870   10.00  100.00  100.00    0.00    5.89     3   2190.00      0.00 59627804 33594232  17.09      4.00 438272.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:58    64055      4870   17.00   68.00  100.00    0.00    4.63     3   1899.00      0.00 59627804 33594232  17.09     16.00 377932.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:45:59    64055      4870   19.00  100.00  100.00    0.00    6.24     3   3182.00      0.00 59627804 33594232  17.09      0.00 499204.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:00    64055      4870   25.00   80.00  100.00    0.00    6.44     3   3123.00      0.00 59627804 33594232  17.09      0.00 579072.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:01    64055      4870   21.00  100.00  100.00    0.00    6.44     7   1284.00      0.00 59627804 33594468  17.09      0.00 553984.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:02    64055      4870   21.00   89.00  100.00    0.00    6.35     7   1101.00      0.00 59627804 33594468  17.09      0.00 596480.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:03    64055      4870   22.00  100.00  100.00    0.00    5.58     7   1528.00      0.00 59627804 33594468  17.09      0.00 431400.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:04    64055      4870   16.00  100.00  100.00    0.00    5.46     7    563.00      0.00 59627804 33594468  17.09      0.00 392696.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:05    64055      4870   19.00   99.00  100.00    0.00    5.38    21    262.00      0.00 59627804 33594468  17.09      0.00 417068.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:06    64055      4870   15.00   99.00  100.00    1.00    5.30    36     62.00      0.00 59627804 33594468  17.09      0.00 436240.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:07    64055      4870   20.00  100.00  100.00    0.00    5.70     5    227.00      0.00 59627804 33594468  17.09      0.00 421816.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:08    64055      4870   14.00   98.00  100.00    0.00    5.46     5    373.00      0.00 59627804 33594468  17.09      0.00 431204.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:09    64055      4870   18.00   81.00  100.00    0.00    4.93    24     60.00      0.00 59627804 33594468  17.09      0.00 420524.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:10    64055      4870   12.00   87.00  100.00    0.00    4.89    24    138.00      0.00 59627804 33594468  17.09      0.00 399836.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:11    64055      4870   14.00   80.00  100.00    0.00    4.86    24     33.00      0.00 59627804 33594468  17.09      0.00 398372.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:12    64055      4870   19.00   77.00  100.00    0.00    5.38    41     41.00      0.00 59627804 33594468  17.09      0.00 472064.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:13    64055      4870   13.00   74.00  100.00    0.00    5.41    11     69.00      0.00 59627804 33594468  17.09      0.00 547840.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:14    64055      4870   17.00   78.00  100.00    0.00    5.49    11    960.00      0.00 59627804 33594468  17.09      0.00 495236.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:15    64055      4870   18.00   75.00  100.00    0.00    5.45    11     71.00      0.00 59627804 33594468  17.09      0.00 468432.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:16    64055      4870   13.00   70.00  100.00    0.00    5.42    11    154.00      0.00 59627804 33594468  17.09      0.00 485804.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:17    64055      4870   19.00   75.00  100.00    0.00    6.00    11     38.00      0.00 59627804 33594468  17.09      0.00 528496.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:18    64055      4870   23.00   77.00  100.00    1.00    5.68    11     25.00      0.00 59627804 33594468  17.09      0.00 491920.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:19    64055      4870   22.00   68.00  100.00    0.00    5.87    11    114.00      0.00 59627804 33594468  17.09      0.00 515584.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:20    64055      4870   27.00   72.00  100.00    0.00    6.00    11    272.00      0.00 59627804 33594468  17.09      0.00 524724.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:21    64055      4870   10.00   83.00  100.00    0.00    5.94    11    474.00      0.00 59627804 33594468  17.09      0.00 498892.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
06:46:22    64055      4870   21.00   86.00  100.00    0.00    5.82     6   2251.00      0.00 59627804 33594468  17.09      0.00 474756.00      0.00       0  qemu-system-x86

